bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	cov_il	cov_pb	cov_r9	cov_r104	r_abund_il	r_abund_pb	r_abund_r9	r_abund_r104	cluster	unalligned_bp	genome_frac	dup_ratio	Ns_per_100kb	MMs_per_100kb	Indels_per_100kb
ilmn_bin.0029	4502	2918	2	5	3	20	k__Bacteria (UID203)	96.55	31.3	11.9	4771487	0	1485	1485	4335	4335	3213	3213	26018	26018	56.7	1.95	89.05	5406	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DTU080;s__	N/A	N/A	GCA_001513395.1	76.91	0.12	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	68.18	0.8863965066281995	Genome has more than 24.2% of markers with multiple hits	HQ155220.1.1399 Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;uncultured prokaryote	ilmn	2021-09-18	Illumina	Contaminated	1441233	27276	1.89254617400517	N	Bacteria	 Firmicutes	0	0	7.9515753	3.981177	10.73025	3.2408876	0.14711022	0.08811648	0.0899198	0.08950733	NA	NA	NA	NA	NA	NA	NA
ilmn_bin.0030	843	368	1	0	0	13	c__Clostridia (UID1118)	68.11	0.43	50	841396	0	167	167	5401	5401	5038	5038	16026	16026	52.7	2.54	89.62	903	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__JAAYQN01;s__JAAYQN01 sp012519285	99.27	0.95	GCA_012519285.1	99.27	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__;s__	taxonomic classification defined by topology and ANI	68.95	N/A	N/A	KP150726.1.1472 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	ilmn	2021-09-18	Illumina	MQ	240104	1411	0.587662013127645	N	Bacteria	 Firmicutes	0	0	7.8400297	1.5869215	18.054869	5.9566092	0.14504655	0.03512377	0.15130031	0.16451053	110_1	NA	NA	NA	NA	NA	NA
ilmn_bin.0031	2533	1346	1	3	1	15	k__Bacteria (UID203)	84.25	16.83	9.68	2754682	0	1613	1613	1756	1756	1707	1707	6965	6965	46.5	4.06	87.87	3722	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp002305535	98.6	0.7	GCA_002305535.1	98.6	0.7	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	46.3	N/A	Genome has more than 22.5% of markers with multiple hits	DQ887938.1.1463 Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;Syntrophaceticus;uncultured bacterium	ilmn	2021-09-18	Illumina	Contaminated	404488	9522	2.3540871422638	N	Bacteria	 Firmicutes	0	0	6.2710986	1.6219112	4.782035	1.1305921	0.11602013	0.035898205	0.040073585	0.031224862	NA	NA	NA	NA	NA	NA	NA
ilmn_bin.0032	3189	1930	1	1	1	20	k__Bacteria (UID1452)	92.25	0.93	0	3960670	0	184	184	31237	31237	21525	21525	86058	86058	65.1	1.34	92.78	3234	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__	N/A	N/A	GCA_002305165.1	77.97	0.35	d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	87.83	0.9076146687883464	N/A	JN536636.1.1396 Bacteria;WS1;uncultured organism	ilmn	2021-09-18	Illumina	HQ	2331395	1155	0.0495411545448112	N	Bacteria	 Proteobacteria	0	0	10.787953	11.883585	16.713495	5.088179	0.1995854	0.26302263	0.14005956	0.14052609	131_1	0	93.984	1.001	0	14.33	0.63
ilmn_bin.0033	2600	1269	0	0	0	20	p__Firmicutes (UID240)	89.77	6.03	9.09	2744356	0	356	356	10416	10416	7708	7708	36352	36352	38.9	2.78	86.54	2873	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__DUNY01;s__DUNY01 sp012839145	99.03	0.78	GCA_012839145.1	99.03	0.78	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	79.65	N/A	N/A	NA	ilmn	2021-09-18	Illumina	MQ	1853038	42575	2.29757835511198	N	Bacteria	 Firmicutes	0	0	11.938037	10.799817	28.60108	6.001262	0.22086282	0.23903532	0.23967783	0.16574377	83_1	313731	69.494	1.006	0	97	5.71
ilmn_bin.0034	1372	677	0	0	1	17	o__Clostridiales (UID1212)	79.24	0.81	0	1476986	0	598	598	2853	2853	2469	2469	12045	12045	44.3	2.57	89.52	1810	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	N/A	N/A	GCA_002409375.1	88.8	0.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	taxonomic classification defined by topology and ANI	78.04	0.9805890540346296	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	ilmn	2021-09-18	Illumina	MQ	197192	1529	0.775386425412796	N	Bacteria	 Firmicutes	0	0	6.2748675	2.7838268	7.049412	1.7925749	0.11608985	0.061615203	0.059074264	0.049507607	74_1	245822	50.175	1.004	0	71.46	5.06
ilmn_bin.0035	2755	1339	1	1	0	21	c__Deltaproteobacteria (UID3216)	88.39	5.38	18.18	2935943	0	175	175	62019	62019	16776	16776	228857	228857	63.5	4.64	87.33	2817	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__UBA2192 sp012728915	99.89	0.93	GCA_012728915.1	99.89	0.93	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	taxonomic classification defined by topology and ANI	86.14	N/A	N/A	CU925038.1.1379 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	ilmn	2021-09-18	Illumina	MQ	2900339	3336	0.115021037195997	N	Bacteria	 Proteobacteria	0	0	30.696154	27.025576	56.490913	19.21408	0.5679024	0.59816444	0.47339544	0.53065735	25_1	163035	90.265	1.004	0	16.08	0.76
ilmn_bin.0036	1262	648	2	1	0	14	k__Bacteria (UID2328)	70.72	2.79	50	1341559	0	237	237	6459	6459	5660	5660	25988	25988	43	3.47	91.6	1375	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__UBA1427 sp002329485	99.6	0.86	GCA_002329485.1	99.6	0.86	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__	taxonomic classification defined by topology and ANI	67.32	N/A	N/A	CU922124.1.1357 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured bacterium	ilmn	2021-09-18	Illumina	MQ	543924	7386	1.35791029629139	N	Bacteria	 Firmicutes	0	0	9.373167	2.2796955	28.68371	10.093758	0.17341076	0.050457124	0.24037029	0.27877092	59_1	557692	58.219	1.005	0	574.89	58.21
ilmn_bin.0037	2793	1720	5	10	5	17	p__Firmicutes (UID239)	76.37	12.49	3.33	2808533	0	1104	1104	2933	2933	2543	2543	16487	16487	57.6	3.04	88.77	3405	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__UBA3951 sp012841375	99.5	0.81	GCA_012841375.1	99.5	0.81	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__	taxonomic classification defined by topology and ANI	61.66	N/A	Genome has more than 14.2% of markers with multiple hits	CU919771.1.1356 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;JGI-0000079-D21;uncultured bacterium	ilmn	2021-09-18	Illumina	Contaminated	569121	11585	2.03559524248798	N	Bacteria	 Firmicutes	0	0	6.9175844	2.8227782	7.738176	2.015721	0.1279806	0.062477324	0.06484613	0.055670485	NA	NA	NA	NA	NA	NA	NA
ilmn_bin.0038	1589	607	0	0	0	10	o__Clostridiales (UID1125)	92.07	0.85	50	1733567	0	261	261	7657	7657	6642	6642	25546	25546	35	1.98	88.59	1737	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	taxonomic classification fully defined by topology	84.04	0.8091367745490226	N/A	NA	ilmn	2021-09-18	Illumina	MQ	876399	3324	0.379279300866386	N	Bacteria	 Firmicutes	0	0	10.530725	9.819011	19.869232	6.110837	0.19482645	0.21732686	0.16650471	0.16877002	93_1	NA	NA	NA	NA	NA	NA
ilmn_bin.0039	1305	570	0	0	0	12	k__Bacteria (UID209)	73.76	2.54	100	1323936	0	271	271	4981	4981	4885	4885	27352	27352	57.8	2.45	93.24	1474	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	N/A	N/A	GCA_012519165.1	81.22	0.64	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	taxonomic classification defined by topology and ANI	61.05	0.9660364249273834	N/A	NA	ilmn	2021-09-18	Illumina	MQ	924214	14539	1.57312051105047	N	Bacteria	 Synergistetes	0	0	12.048198	7.5053706	18.34954	5.5704474	0.22290088	0.16611841	0.15376966	0.15384544	24_1	9873	48.044	1.013	0	319.59	7.94
ilmn_bin.0040	1734	817	0	0	0	18	p__Firmicutes (UID239)	88.12	0	0	1865861	0	94	94	46797	46797	19849	19849	141603	141603	54.1	1.44	90.92	1802	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification fully defined by topology	89.78	0.7891306028143882	N/A	NA	ilmn	2021-09-18	Illumina	MQ	1616635	5412	0.334769443937562	N	Bacteria	 Firmicutes	0	0	15.452162	15.5015335	27.923227	8.020973	0.2858768	0.34309968	0.23399742	0.22152446	98_1	51885	70.274	1.003	0	73.42	3.32
ilmn_bin.0041	1270	797	1	0	1	15	p__Euryarchaeota (UID3)	64.84	0.81	100	1131462	0	297	297	3976	3976	3809	3809	12568	12568	59.1	2.24	89.32	1391	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	99.77	0.99	GCA_001512965.1	99.77	0.99	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	taxonomic classification defined by topology and ANI	58.43	N/A	N/A	LFRW01000036.25222.26657 Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomicrobia archaeon DTU008	ilmn	2021-09-18	Illumina	MQ	181618	580	0.319351606118336	N	Archaea	 Euryarchaeota	0	0	6.5925117	0.56318545	14.40778	6.940436	0.12196651	0.012465138	0.120737605	0.191682	52_1	NA	NA	NA	NA	NA	NA
ilmn_bin.0042	1158	419	1	1	1	19	k__Bacteria (UID2565)	88.65	1.08	0	1208213	0	6	6	996528	996528	201368	201368	996528	996528	39.2	1.57	95.65	1145	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__GCA-002774445;s__	N/A	N/A	GCA_002774445.1	76.32	0.15	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__;s__	taxonomic classification defined by topology and ANI	78.64	0.8952394219292429	N/A	AF407201.1.1446 Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus;uncultured bacterium	ilmn	2021-09-18	Illumina	MQ	1208213	51	0.00422111001950815	N	Bacteria	 Spirochaetes	0	0	130.43074	68.34504	529.7023	165.67975	2.4130685	1.5126995	4.4389195	4.5757685	184_1	0	70.064	1	0	0.25	0.91
ilmn_bin.0043	2228	1135	0	0	2	14	p__Firmicutes (UID239)	81.65	7.38	58.33	2073830	0	859	859	2859	2859	2414	2414	11664	11664	56.6	2.23	91.57	2719	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__JAAZLZ01;f__JAAZLZ01;g__JAAZLZ01;s__JAAZLZ01 sp012799075	97.28	0.8	GCA_012799075.1	97.28	0.8	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__JAAZLZ01;f__JAAZLZ01;g__JAAZLZ01;s__	taxonomic classification defined by topology and ANI	70.06	N/A	N/A	NA	ilmn	2021-09-18	Illumina	MQ	676640	12718	1.87958146133838	N	Bacteria	 Firmicutes	0	0	8.17914	3.0593097	8.969671	2.596377	0.15132037	0.067712545	0.07516609	0.07170713	92_1	NA	NA	NA	NA	NA	NA
ilmn_bin.0044	2155	1315	2	1	1	19	k__Bacteria (UID1452)	90	7.86	35.71	2354051	0	569	569	6209	6209	4137	4137	39338	39338	47.9	3.38	90.7	2540	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012839565	96.38	0.74	GCA_012839565.1	96.38	0.74	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	70.97	N/A	Genome has more than 10.0% of markers with multiple hits	JX542548.1.1459 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	ilmn	2021-09-18	Illumina	MQ	2090514	19916	0.952684363749776	N	Bacteria	 Chloroflexi	0	0	18.720518	8.33444	31.375706	10.230672	0.3463439	0.18446845	0.2629293	0.2825522	180_1	633905	86.885	1.024	0	88.73	1.97
ilmn_bin.0045	2568	1552	0	0	0	19	o__Clostridiales (UID1120)	70.29	8.92	45.45	2797661	0	899	899	3897	3897	3111	3111	28702	28702	33.9	3.96	87.79	3238	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	N/A	N/A	GCA_003483345.1	95.63	0.33	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	50.47	0.9926954316682224	Genome has more than 10.8% of markers with multiple hits	NA	ilmn	2021-09-18	Illumina	MQ	2089459	27154	1.29957084585053	N	Bacteria	 Firmicutes	4	0	15.058033	12.6268215	25.49974	6.4363923	0.27858514	0.27947292	0.21368854	0.17776126	77_1	1602252	45.087	1.023	0	395.38	13.35
ilmn_bin.0046	1017	515	1	1	1	19	k__Bacteria (UID2329)	97.09	3.42	50	1107087	0	183	183	9381	9381	6049	6049	39395	39395	36.1	4.66	90.47	1153	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA1361;s__UBA1361 sp002306335	99.33	0.88	GCA_002306335.1	99.33	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA1361;s__	taxonomic classification defined by topology and ANI	79.57	N/A	N/A	MWCB01000006.811.2332 Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004;Tenericutes bacterium ADurb.Bin239	ilmn	2021-09-18	Illumina	HQ	1101301	5461	0.495868068765941	N	Bacteria	 Firmicutes	0	0	391.88715	118.0915	1404.951	450.91125	7.250212	2.6137516	11.773528	12.453335	67_2	110061	80.501	1.026	0	184.24	9.88
ilmn_bin.0047	518	253	1	1	1	20	k__Bacteria (UID203)	76.25	0	0	560537	0	17	17	48381	48381	32972	32972	112806	112806	34.2	0.78	92.91	533	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__UBA3081 sp012800885	98.84	0.79	GCA_012800885.1	98.84	0.79	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__	taxonomic classification defined by topology and ANI	65.71	N/A	N/A	EU542449.1.1528 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	ilmn	2021-09-18	Illumina	MQ	504067	917	0.181920260600277	N	Bacteria	 Firmicutes	0	0	16.39963	23.92163	46.866016	11.322178	0.3034057	0.529464	0.39273855	0.31269765	16_1	1099	65.774	1.001	0	47.95	1.79
ilmn_bin.0048	1204	461	0	0	0	17	p__Firmicutes (UID239)	80.39	0.52	100	1337532	0	191	191	8372	8372	7002	7002	25389	25389	45.3	1.36	90.44	1372	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3907;s__UBA3907 sp002391545	98.84	0.84	GCA_002391545.1	98.84	0.84	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification defined by topology and ANI	82.59	N/A	N/A	NA	ilmn	2021-09-18	Illumina	MQ	544457	4280	0.786104320451386	N	Bacteria	 Firmicutes	0	0	9.071449	7.7531395	13.274046	3.3161514	0.16782875	0.17160235	0.11123688	0.09158597	102_1	9175	70.925	1.004	0	89.91	5.52
ilmn_bin.0049	2670	1215	1	2	4	21	p__Firmicutes (UID241)	97.46	4.7	16.67	2905541	0	527	527	9300	9300	5513	5513	50337	50337	49.6	1.68	88.66	3049	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZMF01;s__	N/A	N/A	GCA_012798955.1	84.31	0.7	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZMF01;s__	taxonomic classification defined by topology and ANI	90.33	0.9640168309529372	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	EF559158.1.1485 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65 termite group;uncultured bacterium	ilmn	2021-09-18	Illumina	HQ	1399626	10500	0.750200410681139	N	Bacteria	 Firmicutes	0	0	9.757667	6.800207	15.950811	4.369138	0.1805243	0.15051085	0.13366824	0.12066751	128_1	263657	79.695	1.01	0	93.02	2.64
ilmn_bin.0050	1759	742	0	0	0	15	p__Firmicutes (UID239)	88.12	2.97	0	1939877	0	90	90	31790	31790	21554	21554	174512	174512	48.3	0.92	88.9	1803	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic novelty determined using RED	86.76	0.8820799304057224	N/A	NA	ilmn	2021-09-18	Illumina	MQ	1922652	8349	0.434243950543312	N	Bacteria	 Firmicutes	0	0	26.289867	28.963732	44.950565	9.756321	0.48638266	0.6410622	0.37668702	0.26945153	99_1	103099	79.091	1.003	0	61.28	2.46
ilmn_bin.0051	2274	1138	0	0	0	19	p__Firmicutes (UID1022)	88.77	7.26	14.29	2414159	0	736	736	4181	4181	3280	3280	19347	19347	51.1	3.57	84.91	2727	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__DTU098 sp002305915	99.15	0.83	GCA_002305915.1	99.15	0.83	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__	taxonomic classification defined by topology and ANI	76.91	N/A	N/A	NA	ilmn	2021-09-18	Illumina	MQ	593272	4428	0.746369287611753	N	Bacteria	 Firmicutes	0	0	7.4707556	3.881495	8.840847	1.9719028	0.13821469	0.08591019	0.07408655	0.05446031	72_1	230945	74.289	1.008	0	114.66	6.37
ilmn_bin.0052	2454	1617	0	1	0	16	k__Bacteria (UID2982)	67.37	2.36	0	2920492	0	552	552	5906	5906	5290	5290	23549	23549	60.1	3.52	90.15	2571	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__DUPH01;s__DUPH01 sp012838435	99.36	0.88	GCA_012838435.1	99.36	0.88	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__DUPH01;s__	taxonomic classification defined by topology and ANI	65.54	N/A	N/A	NA	ilmn	2021-09-18	Illumina	MQ	946926	7085	0.748210525426485	N	Bacteria	 Proteobacteria	0	0	8.387243	3.13815	16.414387	6.751323	0.15517041	0.06945753	0.13755302	0.18645908	27_1	338285	60.772	1.007	0	184.24	18.24
ilmn_bin.0053	2948	1777	0	1	1	20	p__Bacteroidetes (UID2605)	93.65	3.84	20	3500051	0	777	777	6757	6757	4504	4504	44548	44548	45.8	3.51	91.34	3358	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	N/A	N/A	GCA_012522155.1	83.53	0.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	93.45	0.9848740541571518	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	ilmn	2021-09-18	Illumina	MQ	3487984	41113	1.17870380139358	N	Bacteria	 Bacteroidetes	0	0	54.874	48.57422	72.73274	15.907645	1.015211	1.0751065	0.60950243	0.43933973	165_1	221844	75.31	1.02	0	62.92	1.34
ilmn_bin.0054	1622	964	0	1	1	13	k__Bacteria (UID2495)	74.95	4.95	62.5	1799947	0	402	402	5210	5210	4477	4477	15030	15030	51.4	2.51	90.76	1691	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__UBA3900 sp002391675	97.21	0.86	GCA_002391675.1	97.21	0.86	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	taxonomic classification defined by topology and ANI	58.84	N/A	N/A	NA	ilmn	2021-09-18	Illumina	MQ	529111	18157	3.4316050885353	N	Bacteria	 Candidatus Cloacimonetes	0	0	7.584994	4.9266357	12.288263	2.8987863	0.1403282	0.10904257	0.102975994	0.08005912	183_1	NA	NA	NA	NA	NA	NA
ilmn_bin.0055	1859	948	0	0	2	18	o__Clostridiales (UID1120)	89.98	1.28	33.33	2124029	0	160	160	19380	19380	13275	13275	79440	79440	39.9	3.26	92.15	1977	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp012838235	99.86	0.94	GCA_012838235.1	99.86	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__	taxonomic classification defined by topology and ANI	88.21	N/A	N/A	NA	ilmn	2021-09-18	Illumina	MQ	1341267	1400	0.104378919335226	N	Bacteria	 Firmicutes	0	0	12.328339	8.754948	30.787653	9.232672	0.2280837	0.19377565	0.2580014	0.25498933	106_1	23436	87.206	1.003	0	17.33	1.1
ilmn_bin.0056	2140	1052	0	3	3	13	p__Firmicutes (UID241)	79.92	6.56	35.29	2412228	0	946	946	2976	2976	2549	2549	14109	14109	48.7	1.72	88.71	2888	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZLW01;s__	N/A	N/A	GCA_012799135.1	83.51	0.76	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	67.3	0.943264541504859	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	ilmn	2021-09-18	Illumina	MQ	675211	23711	3.51164302714263	N	Bacteria	 Firmicutes	0	0	7.400346	3.5006862	10.796821	2.9458044	0.13691206	0.07748164	0.09047766	0.081357665	130_1	327984	63.99	1.013	0	324.13	13.32
ilmn_bin.0057	1928	872	1	2	3	20	k__Bacteria (UID209)	96.61	6.78	60	2020009	0	552	552	5497	5497	3659	3659	88974	88974	45	4.25	90.5	2387	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium sp012518015	99.25	0.82	GCA_012518015.1	99.25	0.82	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__	taxonomic classification defined by topology and ANI	81.26	N/A	N/A	HQ156057.1.1364 Bacteria;Firmicutes;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;uncultured;uncultured prokaryote	ilmn	2021-09-18	Illumina	MQ	1562910	17647	1.12911172108439	N	Bacteria	 Synergistetes	0	0	15.000279	10.2024555	21.345373	5.838784	0.27751663	0.22581375	0.1788748	0.16125643	40_1	331377	69.653	1.026	0	265.04	10.14
ilmn_bin.0058	1698	898	3	0	1	19	o__Clostridiales (UID1120)	84.73	3.38	55.56	1927707	0	254	254	16706	16706	7589	7589	228708	228708	50	4.43	89.39	1843	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__UBA4923 sp012799695	99.13	0.75	GCA_012799695.1	99.13	0.75	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__	taxonomic classification defined by topology and ANI	81.16	N/A	N/A	JF417903.1.1492 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured bacterium	ilmn	2021-09-18	Illumina	MQ	1923482	7809	0.405982483849602	N	Bacteria	 Firmicutes	0	0	451.21994	470.48563	650.18164	186.98563	8.347914	10.413387	5.44854	5.164197	153_1	232588	80.111	1.017	0	169.24	7.14
ilmn_bin.0059	1524	739	1	0	0	19	k__Bacteria (UID2569)	97.85	0.54	0	1780161	0	46	46	65201	65201	38699	38699	129345	129345	40.6	1.53	92.67	1537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp012837685	99.57	0.95	GCA_012837685.1	99.57	0.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	taxonomic classification defined by topology and ANI	96.21	N/A	N/A	FPLM01004737.14.1519 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;metagenome	ilmn	2021-09-18	Illumina	MQ	1771540	1495	0.0843898528963501	N	Bacteria	 Bacteroidetes	0	0	31.078764	15.778631	98.57311	33.488895	0.5749809	0.3492328	0.8260454	0.92490137	173_1	2859	72.202	1.001	0	9.91	0.9
